"Name","Latitude","Longitude"
"SHAMEERPET","17.60","78.47"
"SHAMSHABAD","17.35","78.36"
"MEDCHAL","17.63","78.48"
"PEDHA AMBERPET","17.37","78.68"
"AUTONAGAR","17.37","78.68"
"PATANCHERU1","17.52","78.27"
"NANAKRAMGUDA TOLL PLAZ","17.40","78.35"
"PUNDAG Toll Plaza","23.542972","85.502611"
"KURANA Toll Plaza","28.628194","77.785806"
"BRAJRAJNAGAR Toll Plaza","21.861111","83.934583"
"Parsauni Khem Toll Plaza","26.453778","85.021861"
"Babina Toll Plaza","25.217528","78.464972"
"Dapper Toll Plaza","30.526639","76.812639"
"Lakhanpur toll Plaza","32.380361","75.582806"
"Niyamatpur Toll Plaza","28.81425","78.902139"
"Vighakhet","24.790056","78.449167"
"Madrak Toll Plaza","27.335083","78.031167"
"Dasna Toll Plaza","28.581917","77.789444"
"Kundli Toll Plaza","28.916778","77.160556"
"Cholang Toll plaza","31.624583","75.640639"
"Paradip Toll Plaza","19.326639","84.7935"
"Bhilai Toll Plaza","21.206556","81.407806"
"Chhuhipali Toll Plaza","21.300806","82.944222"
"Dhank Toll Plaza","21.226889","82.434833"
"WATLTP Sakapur Toll Plaza","16.535667","77.944917"
"JojroKaKhera Toll Plaza","25.083361","74.6245"
"Lambiya Kalan Toll Plaza","25.586972","74.595417"
"Khedi Toll Plaza","26.123028","74.692667"
"AIT Toll Plaza","25.880111","79.210306"
"Kozhinjiipatti Toll Plaza","10.194028","77.909167"
"Semri Toll Plaza","25.637222","78.875306"
"ELIYARPATHI TOLL PLAZA","9.783028","78.0945"
"ALEP Main Plaza Toll Plaza","26.844611","80.720139"
"Handia Toll Plaza","25.378972","82.156472"
"VALVANTHANKOTTAI Toll Pla","10.744944","78.833139"
"Kelwad Toll Plaza","21.488861","78.859583"
"Chennasamaduram Plaza","12.910972","79.400917"
"Runni Shaidpur Toll Plaza","25.373889","85.494194"
"18th Mile Toll Plaza","24.823167","87.967028"
"Gazole Toll Plaza","25.194556","88.181944"
"Khairabad Toll Plaza","27.505472","80.751056"
"KOKHRAJ Sirohi Toll Plaza","25.576333","81.529583"
"Nawabganj Toll Plaza","25.564972","81.745861"
"Sivaya toll Plaza","29.095","77.710722"
"Gabhana toil Plaza","28.062806","77.946056"
"Mayar Toll Plaza","29.100528","75.884556"
"Barajore Toll Plaza","26.385833","80.018806"
"Srinagar Toll Plaza","28.0065","77.332722"
"Mahuvan Toll Plaza","27.336472","77.739667"
"Mohania Toll Plaza","25.18825","83.560278"
"Sasaram Toll Plaza","24.956778","83.9545"
"Jaladhulagori Toll Plaza","22.574111","88.185694"
"Debra Toll Plaza","22.39675","87.52325"
"Manguli Toll Plaza","20.539861","85.963778"
"Chandimandir Toll Plaza","30.737889","76.897611"
"Makrauli Toll Plaza","28.943333","76.608361"
"Rajchandrapur Toll Plaza","22.654222","88.325139"
"Anatram Toll Plaza","25.595056","79.268278"
"Dahar Toll Plaza","29.319611","76.918972"
"BSC KURALI Toll Plaza","30.908111","76.54625"
"Luharii Toll Plaza","28.447944","77.708194"
"Ahmedabad (Ring Road) Toll Pl","22.969028","72.659056"
"Chandermore Toll Plaza","24.452389","88.038611"
"Shibpur Toll Plaza","24.150194","88.187083"
"18th Mile Toll Plaza","24.80975","87.949"
"DURG SHIVNATH EXPRESSW","21.214556","81.288"
"ALEP Main Plaza Agra Toll Plaz","27.050611","78.28125"
"Indra Nagar Toll Plaza","25.829333","73.459972"
"GVK Jaipur Expressway","26.595583","74.940056"
"Gegal Toll Plaza","26.551722","74.780417"
"Pipalaz Toll Plaza","26.158444","74.3725"
"Thikariya Toll Plaza","26.842806","75.615778"
"Malera Toll Plaza","24.712333","73.093583"
"LT Panipat Toll Plaza","29.432694","76.970639"
"Madina Toll Plaza","28.937083","76.399361"
"Rasoiya Dhamna Toll Plaza","24.3235","85.387389"
"Uthaman Sirohi","25.027444","72.935917"
"Surathkal Toll Plaza","13.013333","74.792889"
"Jaloli Toll Plaza","30.586083","76.945167"
"Raipur Pali Barmer Highway Tol","26.063389","74.0595"
"Doll Jodhpur Pachpadara Toll P.","26.063583","72.688833"
"Kini Toll Plaza","16.880056","74.296972"
"Rasampalayam Plaza","11.195167","78.104583"
"Halol Toll Plaza","22.648278","73.520417"
"Modasa Toll Plaza","23.507444","73.302889"
"Hattikeri Toll Plaza","14.710583","74.293333"
"Dhareshwar Toll Plaza","14.346611","74.424528"
"Shiroor Toll Plaza","13.933694","74.596722"
"Shedung Toll Plaza","18.9785","73.1805"
"Latur Toll Plaza","18.126889","76.35725"
"Chhajarsi Toll Plaza","28.701583","77.620861"
"Senguruchi Toll Plaza","11.706111","79.322917"
"BHAGAN Toll Plaza","29.082111","77.058778"
"Badarpur Toll Plaza","28.475472","77.305083"
"Birami Toll Plaza","25.371139","73.202028"
"Thirumandurai Toll Plaza","11.392667","78.986417"
"KADATHANAMALE Toll Plaza","13.212556","77.554944"
"Gunjur Toll Plaza","13.209167","77.55675"
"Chitora Toll Plaza","23.725417","78.808972"
"Titarpani Toll Plaza","23.217194","79.042889"
"KHEDA Toll Plaza","22.684667","72.880889"
"AHMEDABAD IRB Toll Plaza","22.976444","72.648778"
"SONWAY Toll Plaza","22.612917","75.780583"
"VADODARA IRB Toll Plaza","22.413306","73.149889"
"KARJAN VBTL Toll Plaza","22.008306","73.112278"
"Gondkhairi Toll Plaza","21.136972","78.896556"
"Mandal Toll Plaza","21.134944","73.478333"
"Dehu Road Toll Plaza","18.700861","73.690778"
"Sonapetya Toll Plaza","22.334194","87.870167"
"Shedung YCEW Toll Plaza","18.965889","73.161194"
"Sambhu Toll Plaza","30.3833","77.2167"
"Kaniyur","11.01128","77.07247"
"Palayam","12.00858","78.08243"
"Sihori Uparhar/Kokhraj","25.432571","81.851311"
"dapar","30.37818","76.776695"
"Brajarajnagar (Nuadeeh)","21.85","84.029999"
"Gaurau","26.9962181","78.7774253"
"Usaka(Chameri)","26.0368509","79.5778943"
"beharmpur","30.910587","76.532279"
"Bharthana/ Karjan","22.0576564","73.1318256"
"Butati (Kucehra)","27.0766","73.9607"
"VenkatachelamNellore/","14.3696","79.8555"
"Khedko Daula","28.3083078","76.8958358"
"Moratandi","26.4758","80.1783"
